,intact_intent-acc.,intact_slot-f1,slot-f1,intent-acc.,transformer_model
0,0.75028,0.788895,0.827462,0.74916,google/mt5-large
1,0.74916,0.424221,0.827462,0.74916,google/mt5-large
2,0.75028,0.78736,0.827462,0.74916,google/mt5-large
3,0.75028,0.763236,0.827462,0.74916,google/mt5-large
4,0.75028,0.789869,0.827462,0.74916,google/mt5-large
5,0.75028,0.789869,0.827462,0.74916,google/mt5-large
6,0.75028,0.789869,0.827462,0.74916,google/mt5-large
7,0.75028,0.310513,0.827462,0.74916,google/mt5-large
8,0.75028,0.784204,0.827462,0.74916,google/mt5-large
9,0.75028,0.786725,0.827462,0.74916,google/mt5-large
10,0.75028,0.786164,0.827462,0.74916,google/mt5-large
11,0.75028,0.789869,0.827462,0.74916,google/mt5-large
12,0.7514,0.788821,0.827462,0.74916,google/mt5-large
13,0.75028,0.789869,0.827462,0.74916,google/mt5-large
14,0.75028,0.789869,0.827462,0.74916,google/mt5-large
15,0.75028,0.788472,0.827462,0.74916,google/mt5-large
16,0.75028,0.78393,0.827462,0.74916,google/mt5-large
17,0.75028,0.78917,0.827462,0.74916,google/mt5-large
18,0.75028,0.789796,0.827462,0.74916,google/mt5-large
19,0.75028,0.789869,0.827462,0.74916,google/mt5-large
20,0.75028,0.79441,0.827462,0.74916,google/mt5-large
21,0.75028,0.789869,0.827462,0.74916,google/mt5-large
22,0.75028,0.789869,0.827462,0.74916,google/mt5-large
23,0.75028,0.789869,0.827462,0.74916,google/mt5-large
24,0.75028,0.784376,0.827462,0.74916,google/mt5-large
25,0.75028,0.789869,0.827462,0.74916,google/mt5-large
26,0.75028,0.789869,0.827462,0.74916,google/mt5-large
27,0.75028,0.790145,0.827462,0.74916,google/mt5-large
28,0.75028,0.789869,0.827462,0.74916,google/mt5-large
29,0.75028,0.79008,0.827462,0.74916,google/mt5-large
30,0.75028,0.789869,0.827462,0.74916,google/mt5-large
31,0.75028,0.789869,0.827462,0.74916,google/mt5-large
32,0.75028,0.787773,0.827462,0.74916,google/mt5-large
33,0.75028,0.790494,0.827462,0.74916,google/mt5-large
34,0.75028,0.781913,0.827462,0.74916,google/mt5-large
35,0.75028,0.718352,0.827462,0.74916,google/mt5-large
