,intact_intent-acc.,intact_slot-f1,slot-f1,intent-acc.,perturbation,transformer_model
47,0.462677,0.421822,0.418406,0.462004,perturb_nach,distilbert-base-multilingual-cased
48,0.462677,0.421822,0.420396,0.462677,perturb_negative_concord,distilbert-base-multilingual-cased
49,0.462677,0.421822,0.418315,0.463013,perturb_possesive_genitive,distilbert-base-multilingual-cased
50,0.462677,0.421822,0.420321,0.462677,perturb_relative_pronoun,distilbert-base-multilingual-cased
51,0.462677,0.421822,0.416076,0.460659,perturb_schwa_elision_in_verbs,distilbert-base-multilingual-cased
52,0.462677,0.421822,0.361419,0.429052,perturb_swap_name,distilbert-base-multilingual-cased
53,0.462677,0.421822,0.368883,0.448218,perturb_tun_imperativ,distilbert-base-multilingual-cased
54,0.482179,0.443482,0.442601,0.481843,perturb_2_verb_clusters,distilbert-base-multilingual-cased
55,0.482179,0.443482,0.442185,0.482179,perturb_als_in_comparative_constructions,distilbert-base-multilingual-cased
56,0.482179,0.443482,0.431365,0.478816,perturb_am_infinitive,distilbert-base-multilingual-cased
57,0.482179,0.443482,0.370844,0.479825,perturb_article_before_personal_name,distilbert-base-multilingual-cased
58,0.482179,0.443482,0.424128,0.482515,perturb_contracted_verb_and_pronoun,distilbert-base-multilingual-cased
59,0.482179,0.443482,0.442268,0.482179,perturb_da,distilbert-base-multilingual-cased
60,0.482179,0.443482,0.333772,0.484533,perturb_denn_in_questions,distilbert-base-multilingual-cased
61,0.482179,0.443482,0.442268,0.482179,perturb_double_article,distilbert-base-multilingual-cased
62,0.482179,0.443482,0.442268,0.482179,perturb_existential_clause,distilbert-base-multilingual-cased
63,0.482179,0.443482,0.436596,0.480498,perturb_genitive_to_dativ,distilbert-base-multilingual-cased
64,0.482179,0.443482,0.43564,0.479489,perturb_in,distilbert-base-multilingual-cased
65,0.482179,0.443482,0.437653,0.480834,perturb_nach,distilbert-base-multilingual-cased
66,0.482179,0.443482,0.442351,0.481843,perturb_negative_concord,distilbert-base-multilingual-cased
67,0.482179,0.443482,0.439594,0.482179,perturb_possesive_genitive,distilbert-base-multilingual-cased
68,0.482179,0.443482,0.442268,0.482179,perturb_relative_pronoun,distilbert-base-multilingual-cased
69,0.482179,0.443482,0.437888,0.488568,perturb_schwa_elision_in_verbs,distilbert-base-multilingual-cased
70,0.482179,0.443482,0.38693,0.442502,perturb_swap_name,distilbert-base-multilingual-cased
71,0.482179,0.443482,0.386338,0.46234,perturb_tun_imperativ,distilbert-base-multilingual-cased
72,0.737054,0.644129,0.640029,0.736718,perturb_2_verb_clusters,xlm-roberta-base
73,0.737054,0.644129,0.640532,0.737054,perturb_als_in_comparative_constructions,xlm-roberta-base
74,0.737054,0.644129,0.626376,0.73302,perturb_am_infinitive,xlm-roberta-base
75,0.737054,0.644129,0.55257,0.735373,perturb_article_before_personal_name,xlm-roberta-base
76,0.737054,0.644129,0.608383,0.735709,perturb_contracted_verb_and_pronoun,xlm-roberta-base
77,0.737054,0.644129,0.640662,0.737054,perturb_da,xlm-roberta-base
78,0.737054,0.644129,0.489899,0.739408,perturb_denn_in_questions,xlm-roberta-base
79,0.737054,0.644129,0.640662,0.737054,perturb_double_article,xlm-roberta-base
80,0.737054,0.644129,0.640662,0.737054,perturb_existential_clause,xlm-roberta-base
81,0.737054,0.644129,0.627986,0.736046,perturb_genitive_to_dativ,xlm-roberta-base
82,0.737054,0.644129,0.636118,0.734701,perturb_in,xlm-roberta-base
83,0.737054,0.644129,0.640058,0.736718,perturb_nach,xlm-roberta-base
84,0.737054,0.644129,0.639942,0.737054,perturb_negative_concord,xlm-roberta-base
85,0.737054,0.644129,0.637572,0.737054,perturb_possesive_genitive,xlm-roberta-base
86,0.737054,0.644129,0.640662,0.737054,perturb_relative_pronoun,xlm-roberta-base
87,0.737054,0.644129,0.635695,0.735709,perturb_schwa_elision_in_verbs,xlm-roberta-base
88,0.737054,0.644129,0.576104,0.688635,perturb_swap_name,xlm-roberta-base
89,0.737054,0.644129,0.573551,0.735037,perturb_tun_imperativ,xlm-roberta-base
90,0.573638,0.549073,0.54549,0.573638,perturb_2_verb_clusters,microsoft/Multilingual-MiniLM-L12-H384
91,0.573638,0.549073,0.546649,0.573638,perturb_als_in_comparative_constructions,microsoft/Multilingual-MiniLM-L12-H384
92,0.573638,0.549073,0.536529,0.570612,perturb_am_infinitive,microsoft/Multilingual-MiniLM-L12-H384
93,0.573638,0.549073,0.464756,0.570276,perturb_article_before_personal_name,microsoft/Multilingual-MiniLM-L12-H384
94,0.573638,0.549073,0.517529,0.570948,perturb_contracted_verb_and_pronoun,microsoft/Multilingual-MiniLM-L12-H384
95,0.573638,0.549073,0.546649,0.573302,perturb_da,microsoft/Multilingual-MiniLM-L12-H384
96,0.573638,0.549073,0.410108,0.576664,perturb_denn_in_questions,microsoft/Multilingual-MiniLM-L12-H384
97,0.573638,0.549073,0.546649,0.573638,perturb_double_article,microsoft/Multilingual-MiniLM-L12-H384
98,0.573638,0.549073,0.546649,0.573638,perturb_existential_clause,microsoft/Multilingual-MiniLM-L12-H384
99,0.573638,0.549073,0.536783,0.571621,perturb_genitive_to_dativ,microsoft/Multilingual-MiniLM-L12-H384
100,0.573638,0.549073,0.53882,0.573302,perturb_in,microsoft/Multilingual-MiniLM-L12-H384
101,0.573638,0.549073,0.54563,0.575656,perturb_nach,microsoft/Multilingual-MiniLM-L12-H384
102,0.573638,0.549073,0.546649,0.573638,perturb_negative_concord,microsoft/Multilingual-MiniLM-L12-H384
103,0.573638,0.549073,0.544893,0.573974,perturb_possesive_genitive,microsoft/Multilingual-MiniLM-L12-H384
104,0.573638,0.549073,0.546649,0.573638,perturb_relative_pronoun,microsoft/Multilingual-MiniLM-L12-H384
105,0.573638,0.549073,0.552764,0.568931,perturb_schwa_elision_in_verbs,microsoft/Multilingual-MiniLM-L12-H384
106,0.573638,0.549073,0.479642,0.530935,perturb_swap_name,microsoft/Multilingual-MiniLM-L12-H384
107,0.573638,0.549073,0.488277,0.583053,perturb_tun_imperativ,microsoft/Multilingual-MiniLM-L12-H384
108,0.840282,0.733981,0.728222,0.840619,perturb_2_verb_clusters,microsoft/mdeberta-v3-base
109,0.840282,0.733981,0.72989,0.839946,perturb_als_in_comparative_constructions,microsoft/mdeberta-v3-base
110,0.840282,0.733981,0.713668,0.83692,perturb_am_infinitive,microsoft/mdeberta-v3-base
111,0.840282,0.733981,0.635235,0.838265,perturb_article_before_personal_name,microsoft/mdeberta-v3-base
112,0.840282,0.733981,0.694369,0.840955,perturb_contracted_verb_and_pronoun,microsoft/mdeberta-v3-base
113,0.840282,0.733981,0.72989,0.840282,perturb_da,microsoft/mdeberta-v3-base
114,0.840282,0.733981,0.56597,0.838937,perturb_denn_in_questions,microsoft/mdeberta-v3-base
115,0.840282,0.733981,0.72989,0.840282,perturb_double_article,microsoft/mdeberta-v3-base
116,0.840282,0.733981,0.72989,0.840282,perturb_existential_clause,microsoft/mdeberta-v3-base
117,0.840282,0.733981,0.716499,0.837592,perturb_genitive_to_dativ,microsoft/mdeberta-v3-base
118,0.840282,0.733981,0.730119,0.838937,perturb_in,microsoft/mdeberta-v3-base
119,0.840282,0.733981,0.730382,0.839274,perturb_nach,microsoft/mdeberta-v3-base
120,0.840282,0.733981,0.72953,0.840282,perturb_negative_concord,microsoft/mdeberta-v3-base
121,0.840282,0.733981,0.72688,0.840282,perturb_possesive_genitive,microsoft/mdeberta-v3-base
122,0.840282,0.733981,0.72989,0.840282,perturb_relative_pronoun,microsoft/mdeberta-v3-base
123,0.840282,0.733981,0.729822,0.838937,perturb_schwa_elision_in_verbs,microsoft/mdeberta-v3-base
124,0.840282,0.733981,0.66438,0.795225,perturb_swap_name,microsoft/mdeberta-v3-base
125,0.840282,0.733981,0.644548,0.825824,perturb_tun_imperativ,microsoft/mdeberta-v3-base
126,0.83961,0.736266,0.731095,0.841291,perturb_2_verb_clusters,microsoft/mdeberta-v3-base
127,0.83961,0.736266,0.732155,0.83961,perturb_als_in_comparative_constructions,microsoft/mdeberta-v3-base
128,0.83961,0.736266,0.720482,0.832549,perturb_am_infinitive,microsoft/mdeberta-v3-base
129,0.83961,0.736266,0.63683,0.838937,perturb_article_before_personal_name,microsoft/mdeberta-v3-base
130,0.83961,0.736266,0.696697,0.838937,perturb_contracted_verb_and_pronoun,microsoft/mdeberta-v3-base
131,0.83961,0.736266,0.73225,0.83961,perturb_da,microsoft/mdeberta-v3-base
132,0.83961,0.736266,0.568202,0.840282,perturb_denn_in_questions,microsoft/mdeberta-v3-base
133,0.83961,0.736266,0.73225,0.83961,perturb_double_article,microsoft/mdeberta-v3-base
134,0.83961,0.736266,0.73225,0.83961,perturb_existential_clause,microsoft/mdeberta-v3-base
135,0.83961,0.736266,0.718419,0.837256,perturb_genitive_to_dativ,microsoft/mdeberta-v3-base
136,0.83961,0.736266,0.73132,0.837929,perturb_in,microsoft/mdeberta-v3-base
137,0.83961,0.736266,0.732026,0.83961,perturb_nach,microsoft/mdeberta-v3-base
138,0.83961,0.736266,0.731897,0.83961,perturb_negative_concord,microsoft/mdeberta-v3-base
139,0.83961,0.736266,0.729038,0.83961,perturb_possesive_genitive,microsoft/mdeberta-v3-base
140,0.83961,0.736266,0.73225,0.83961,perturb_relative_pronoun,microsoft/mdeberta-v3-base
141,0.83961,0.736266,0.735726,0.837256,perturb_schwa_elision_in_verbs,microsoft/mdeberta-v3-base
142,0.83961,0.736266,0.665041,0.792872,perturb_swap_name,microsoft/mdeberta-v3-base
143,0.83961,0.736266,0.646083,0.827505,perturb_tun_imperativ,microsoft/mdeberta-v3-base
144,0.837592,0.735101,0.730085,0.837256,perturb_2_verb_clusters,google/rembert
145,0.837592,0.735101,0.729989,0.837592,perturb_als_in_comparative_constructions,google/rembert
146,0.837592,0.735101,0.72057,0.835239,perturb_am_infinitive,google/rembert
147,0.837592,0.735101,0.639146,0.83692,perturb_article_before_personal_name,google/rembert
148,0.837592,0.735101,0.697633,0.83692,perturb_contracted_verb_and_pronoun,google/rembert
149,0.837592,0.735101,0.730345,0.837592,perturb_da,google/rembert
150,0.837592,0.735101,0.57214,0.835911,perturb_denn_in_questions,google/rembert
151,0.837592,0.735101,0.730345,0.837592,perturb_double_article,google/rembert
152,0.837592,0.735101,0.730345,0.837592,perturb_existential_clause,google/rembert
153,0.837592,0.735101,0.717055,0.835911,perturb_genitive_to_dativ,google/rembert
154,0.837592,0.735101,0.728989,0.834902,perturb_in,google/rembert
155,0.837592,0.735101,0.730119,0.837256,perturb_nach,google/rembert
156,0.837592,0.735101,0.729763,0.83692,perturb_negative_concord,google/rembert
157,0.837592,0.735101,0.728211,0.837592,perturb_possesive_genitive,google/rembert
158,0.837592,0.735101,0.730345,0.837592,perturb_relative_pronoun,google/rembert
159,0.837592,0.735101,0.732175,0.834902,perturb_schwa_elision_in_verbs,google/rembert
160,0.837592,0.735101,0.666415,0.797915,perturb_swap_name,google/rembert
161,0.837592,0.735101,0.649973,0.822798,perturb_tun_imperativ,google/rembert
162,0.553463,0.472664,0.470746,0.553127,perturb_2_verb_clusters,bert-base-multilingual-cased
163,0.553463,0.472664,0.469775,0.553463,perturb_als_in_comparative_constructions,bert-base-multilingual-cased
164,0.553463,0.472664,0.460655,0.552455,perturb_am_infinitive,bert-base-multilingual-cased
165,0.553463,0.472664,0.400694,0.551446,perturb_article_before_personal_name,bert-base-multilingual-cased
166,0.553463,0.472664,0.451093,0.552118,perturb_contracted_verb_and_pronoun,bert-base-multilingual-cased
167,0.553463,0.472664,0.470272,0.553127,perturb_da,bert-base-multilingual-cased
168,0.553463,0.472664,0.360946,0.553463,perturb_denn_in_questions,bert-base-multilingual-cased
169,0.553463,0.472664,0.470272,0.553463,perturb_double_article,bert-base-multilingual-cased
170,0.553463,0.472664,0.470272,0.553463,perturb_existential_clause,bert-base-multilingual-cased
171,0.553463,0.472664,0.463457,0.551446,perturb_genitive_to_dativ,bert-base-multilingual-cased
172,0.553463,0.472664,0.466165,0.549428,perturb_in,bert-base-multilingual-cased
173,0.553463,0.472664,0.468354,0.552118,perturb_nach,bert-base-multilingual-cased
174,0.553463,0.472664,0.469889,0.553463,perturb_negative_concord,bert-base-multilingual-cased
175,0.553463,0.472664,0.469212,0.554472,perturb_possesive_genitive,bert-base-multilingual-cased
176,0.553463,0.472664,0.470272,0.553463,perturb_relative_pronoun,bert-base-multilingual-cased
177,0.553463,0.472664,0.466361,0.547747,perturb_schwa_elision_in_verbs,bert-base-multilingual-cased
178,0.553463,0.472664,0.412955,0.517149,perturb_swap_name,bert-base-multilingual-cased
179,0.553463,0.472664,0.407941,0.533961,perturb_tun_imperativ,bert-base-multilingual-cased
180,0.588769,0.536463,0.534052,0.588097,perturb_2_verb_clusters,microsoft/Multilingual-MiniLM-L12-H384
181,0.588769,0.536463,0.533667,0.588769,perturb_als_in_comparative_constructions,microsoft/Multilingual-MiniLM-L12-H384
182,0.588769,0.536463,0.522408,0.580363,perturb_am_infinitive,microsoft/Multilingual-MiniLM-L12-H384
183,0.588769,0.536463,0.456933,0.587088,perturb_article_before_personal_name,microsoft/Multilingual-MiniLM-L12-H384
184,0.588769,0.536463,0.503952,0.585743,perturb_contracted_verb_and_pronoun,microsoft/Multilingual-MiniLM-L12-H384
185,0.588769,0.536463,0.533667,0.588433,perturb_da,microsoft/Multilingual-MiniLM-L12-H384
186,0.588769,0.536463,0.399615,0.586752,perturb_denn_in_questions,microsoft/Multilingual-MiniLM-L12-H384
187,0.588769,0.536463,0.533667,0.588769,perturb_double_article,microsoft/Multilingual-MiniLM-L12-H384
188,0.588769,0.536463,0.533667,0.588769,perturb_existential_clause,microsoft/Multilingual-MiniLM-L12-H384
189,0.588769,0.536463,0.524962,0.586079,perturb_genitive_to_dativ,microsoft/Multilingual-MiniLM-L12-H384
190,0.588769,0.536463,0.527638,0.588769,perturb_in,microsoft/Multilingual-MiniLM-L12-H384
191,0.588769,0.536463,0.533,0.589106,perturb_nach,microsoft/Multilingual-MiniLM-L12-H384
192,0.588769,0.536463,0.533282,0.588769,perturb_negative_concord,microsoft/Multilingual-MiniLM-L12-H384
193,0.588769,0.536463,0.531923,0.588769,perturb_possesive_genitive,microsoft/Multilingual-MiniLM-L12-H384
194,0.588769,0.536463,0.533667,0.588769,perturb_relative_pronoun,microsoft/Multilingual-MiniLM-L12-H384
195,0.588769,0.536463,0.539884,0.580027,perturb_schwa_elision_in_verbs,microsoft/Multilingual-MiniLM-L12-H384
196,0.588769,0.536463,0.470541,0.54304,perturb_swap_name,microsoft/Multilingual-MiniLM-L12-H384
197,0.588769,0.536463,0.478862,0.595494,perturb_tun_imperativ,microsoft/Multilingual-MiniLM-L12-H384
198,0.562878,0.498163,0.493666,0.562878,perturb_2_verb_clusters,bert-base-multilingual-cased
199,0.562878,0.498163,0.494795,0.562878,perturb_als_in_comparative_constructions,bert-base-multilingual-cased
200,0.562878,0.498163,0.481633,0.557835,perturb_am_infinitive,bert-base-multilingual-cased
201,0.562878,0.498163,0.412104,0.561197,perturb_article_before_personal_name,bert-base-multilingual-cased
202,0.562878,0.498163,0.475841,0.563551,perturb_contracted_verb_and_pronoun,bert-base-multilingual-cased
203,0.562878,0.498163,0.494896,0.562878,perturb_da,bert-base-multilingual-cased
204,0.562878,0.498163,0.384331,0.558171,perturb_denn_in_questions,bert-base-multilingual-cased
205,0.562878,0.498163,0.494896,0.562878,perturb_double_article,bert-base-multilingual-cased
206,0.562878,0.498163,0.494896,0.562878,perturb_existential_clause,bert-base-multilingual-cased
207,0.562878,0.498163,0.485947,0.561533,perturb_genitive_to_dativ,bert-base-multilingual-cased
208,0.562878,0.498163,0.491062,0.560525,perturb_in,bert-base-multilingual-cased
209,0.562878,0.498163,0.491314,0.562878,perturb_nach,bert-base-multilingual-cased
210,0.562878,0.498163,0.494488,0.562878,perturb_negative_concord,bert-base-multilingual-cased
211,0.562878,0.498163,0.49173,0.563551,perturb_possesive_genitive,bert-base-multilingual-cased
212,0.562878,0.498163,0.494896,0.562878,perturb_relative_pronoun,bert-base-multilingual-cased
213,0.562878,0.498163,0.492327,0.56187,perturb_schwa_elision_in_verbs,bert-base-multilingual-cased
214,0.562878,0.498163,0.431381,0.524882,perturb_swap_name,bert-base-multilingual-cased
215,0.562878,0.498163,0.433479,0.536651,perturb_tun_imperativ,bert-base-multilingual-cased
216,0.835239,0.724987,0.719575,0.834566,perturb_2_verb_clusters,google/rembert
217,0.835239,0.724987,0.720765,0.835239,perturb_als_in_comparative_constructions,google/rembert
218,0.835239,0.724987,0.709346,0.832213,perturb_am_infinitive,google/rembert
219,0.835239,0.724987,0.631113,0.832213,perturb_article_before_personal_name,google/rembert
220,0.835239,0.724987,0.684621,0.835239,perturb_contracted_verb_and_pronoun,google/rembert
221,0.835239,0.724987,0.720638,0.835239,perturb_da,google/rembert
222,0.835239,0.724987,0.557587,0.833557,perturb_denn_in_questions,google/rembert
223,0.835239,0.724987,0.720638,0.835239,perturb_double_article,google/rembert
224,0.835239,0.724987,0.720638,0.835239,perturb_existential_clause,google/rembert
225,0.835239,0.724987,0.707736,0.834902,perturb_genitive_to_dativ,google/rembert
226,0.835239,0.724987,0.720596,0.833221,perturb_in,google/rembert
227,0.835239,0.724987,0.719957,0.83423,perturb_nach,google/rembert
228,0.835239,0.724987,0.719929,0.835239,perturb_negative_concord,google/rembert
229,0.835239,0.724987,0.718966,0.835239,perturb_possesive_genitive,google/rembert
230,0.835239,0.724987,0.720638,0.835239,perturb_relative_pronoun,google/rembert
231,0.835239,0.724987,0.720497,0.829859,perturb_schwa_elision_in_verbs,google/rembert
232,0.835239,0.724987,0.656923,0.788837,perturb_swap_name,google/rembert
233,0.835239,0.724987,0.64067,0.816745,perturb_tun_imperativ,google/rembert
234,0.588433,0.551978,0.54905,0.588769,perturb_2_verb_clusters,microsoft/Multilingual-MiniLM-L12-H384
235,0.588433,0.551978,0.549156,0.588433,perturb_als_in_comparative_constructions,microsoft/Multilingual-MiniLM-L12-H384
236,0.588433,0.551978,0.541149,0.582717,perturb_am_infinitive,microsoft/Multilingual-MiniLM-L12-H384
237,0.588433,0.551978,0.465641,0.584734,perturb_article_before_personal_name,microsoft/Multilingual-MiniLM-L12-H384
238,0.588433,0.551978,0.519152,0.583389,perturb_contracted_verb_and_pronoun,microsoft/Multilingual-MiniLM-L12-H384
239,0.588433,0.551978,0.549438,0.588433,perturb_da,microsoft/Multilingual-MiniLM-L12-H384
240,0.588433,0.551978,0.415676,0.586079,perturb_denn_in_questions,microsoft/Multilingual-MiniLM-L12-H384
241,0.588433,0.551978,0.549438,0.588433,perturb_double_article,microsoft/Multilingual-MiniLM-L12-H384
242,0.588433,0.551978,0.549438,0.588433,perturb_existential_clause,microsoft/Multilingual-MiniLM-L12-H384
243,0.588433,0.551978,0.541933,0.586079,perturb_genitive_to_dativ,microsoft/Multilingual-MiniLM-L12-H384
244,0.588433,0.551978,0.545596,0.586416,perturb_in,microsoft/Multilingual-MiniLM-L12-H384
245,0.588433,0.551978,0.548594,0.588433,perturb_nach,microsoft/Multilingual-MiniLM-L12-H384
246,0.588433,0.551978,0.549438,0.588433,perturb_negative_concord,microsoft/Multilingual-MiniLM-L12-H384
247,0.588433,0.551978,0.547393,0.588433,perturb_possesive_genitive,microsoft/Multilingual-MiniLM-L12-H384
248,0.588433,0.551978,0.549438,0.588433,perturb_relative_pronoun,microsoft/Multilingual-MiniLM-L12-H384
249,0.588433,0.551978,0.553506,0.587761,perturb_schwa_elision_in_verbs,microsoft/Multilingual-MiniLM-L12-H384
250,0.588433,0.551978,0.481603,0.542367,perturb_swap_name,microsoft/Multilingual-MiniLM-L12-H384
251,0.588433,0.551978,0.490447,0.593813,perturb_tun_imperativ,microsoft/Multilingual-MiniLM-L12-H384
252,0.761601,0.662399,0.65777,0.760928,perturb_2_verb_clusters,xlm-roberta-base
253,0.761601,0.662399,0.659228,0.761601,perturb_als_in_comparative_constructions,xlm-roberta-base
254,0.761601,0.662399,0.645681,0.758238,perturb_am_infinitive,xlm-roberta-base
255,0.761601,0.662399,0.571272,0.759247,perturb_article_before_personal_name,xlm-roberta-base
256,0.761601,0.662399,0.62644,0.759247,perturb_contracted_verb_and_pronoun,xlm-roberta-base
257,0.761601,0.662399,0.659108,0.761601,perturb_da,xlm-roberta-base
258,0.761601,0.662399,0.506116,0.757902,perturb_denn_in_questions,xlm-roberta-base
259,0.761601,0.662399,0.659108,0.761601,perturb_double_article,xlm-roberta-base
260,0.761601,0.662399,0.659108,0.761601,perturb_existential_clause,xlm-roberta-base
261,0.761601,0.662399,0.645491,0.760928,perturb_genitive_to_dativ,xlm-roberta-base
262,0.761601,0.662399,0.657007,0.760256,perturb_in,xlm-roberta-base
263,0.761601,0.662399,0.656891,0.761264,perturb_nach,xlm-roberta-base
264,0.761601,0.662399,0.658135,0.761937,perturb_negative_concord,xlm-roberta-base
265,0.761601,0.662399,0.657159,0.761601,perturb_possesive_genitive,xlm-roberta-base
266,0.761601,0.662399,0.659108,0.761601,perturb_relative_pronoun,xlm-roberta-base
267,0.761601,0.662399,0.658746,0.755548,perturb_schwa_elision_in_verbs,xlm-roberta-base
268,0.761601,0.662399,0.595003,0.7115,perturb_swap_name,xlm-roberta-base
269,0.761601,0.662399,0.585213,0.751177,perturb_tun_imperativ,xlm-roberta-base
270,0.464022,0.424092,0.421818,0.464358,perturb_2_verb_clusters,distilbert-base-multilingual-cased
271,0.464022,0.424092,0.421797,0.464022,perturb_als_in_comparative_constructions,distilbert-base-multilingual-cased
272,0.464022,0.424092,0.409864,0.460995,perturb_am_infinitive,distilbert-base-multilingual-cased
273,0.464022,0.424092,0.350877,0.463349,perturb_article_before_personal_name,distilbert-base-multilingual-cased
274,0.464022,0.424092,0.404666,0.464358,perturb_contracted_verb_and_pronoun,distilbert-base-multilingual-cased
275,0.464022,0.424092,0.421797,0.463685,perturb_da,distilbert-base-multilingual-cased
276,0.464022,0.424092,0.323147,0.468729,perturb_denn_in_questions,distilbert-base-multilingual-cased
277,0.464022,0.424092,0.421797,0.464022,perturb_double_article,distilbert-base-multilingual-cased
278,0.464022,0.424092,0.421797,0.464022,perturb_existential_clause,distilbert-base-multilingual-cased
279,0.464022,0.424092,0.413635,0.463013,perturb_genitive_to_dativ,distilbert-base-multilingual-cased
280,0.464022,0.424092,0.412613,0.461668,perturb_in,distilbert-base-multilingual-cased
281,0.464022,0.424092,0.419503,0.463349,perturb_nach,distilbert-base-multilingual-cased
282,0.464022,0.424092,0.421878,0.464022,perturb_negative_concord,distilbert-base-multilingual-cased
283,0.464022,0.424092,0.420711,0.464022,perturb_possesive_genitive,distilbert-base-multilingual-cased
284,0.464022,0.424092,0.421797,0.464022,perturb_relative_pronoun,distilbert-base-multilingual-cased
285,0.464022,0.424092,0.419029,0.46234,perturb_schwa_elision_in_verbs,distilbert-base-multilingual-cased
286,0.464022,0.424092,0.36404,0.427707,perturb_swap_name,distilbert-base-multilingual-cased
287,0.464022,0.424092,0.369082,0.450908,perturb_tun_imperativ,distilbert-base-multilingual-cased
288,0.8423,0.742111,0.737892,0.843309,perturb_2_verb_clusters,microsoft/mdeberta-v3-base
