,slot-f1,intent-acc.,intact_intent-acc.,intact_slot-f1,dataset,perturbation,split,transformer_model,random_seed,n_perturbed,dataset_config,"confusion_matrix (gold, perturbed)",success_rate,"confusion_matrix (intact, perturbed)",all_intent-acc.,all_slot-f1
10,0.8784355179704016,0.7973124300111982,0.7973124300111982,0.9231582657737046,ATIS,perturb_in,test,google/rembert,5498,105,dede.ATIS,"Counter({('atis_airline', 'atis_flight'): 38, ('atis_ground_service', 'atis_flight'): 36, ('atis_airport', 'atis_flight'): 18, ('atis_abbreviation', 'atis_flight'): 18, ('atis_abbreviation', 'atis_airfare'): 15, ('atis_distance', 'atis_flight'): 10, ('atis_aircraft', 'atis_flight'): 8, ('atis_meal', 'atis_flight'): 6, ('atis_city', 'atis_flight'): 6, ('atis_ground_fare', 'atis_flight'): 6, ('atis_flight#atis_airfare', 'atis_flight'): 6, ('atis_flight', 'atis_quantity'): 4, ('atis_day_name', 'atis_flight'): 2, ('atis_airfare', 'atis_flight'): 2, ('atis_flight#atis_airfare', 'atis_airfare'): 2, ('atis_flight_time', 'atis_flight'): 1, ('atis_aircraft', 'atis_quantity'): 1, ('atis_airfare#atis_flight', 'atis_airfare'): 1, ('atis_ground_fare', 'atis_airfare'): 1, ('atis_flight#atis_airline', 'atis_flight'): 1, ('atis_flight_no#atis_airline', 'atis_flight_no'): 1, ('atis_flight', 'atis_flight#atis_airfare'): 1})",0,Counter(),0.7441156691324815,0.47118891320204226
11,0.8803102414948,0.7973124300111982,0.7973124300111982,0.9231582657737046,ATIS,perturb_nach,test,google/rembert,5498,555,dede.ATIS,"Counter({('atis_airline', 'atis_flight'): 38, ('atis_ground_service', 'atis_flight'): 36, ('atis_airport', 'atis_flight'): 18, ('atis_abbreviation', 'atis_flight'): 18, ('atis_abbreviation', 'atis_airfare'): 15, ('atis_distance', 'atis_flight'): 10, ('atis_aircraft', 'atis_flight'): 8, ('atis_meal', 'atis_flight'): 6, ('atis_city', 'atis_flight'): 6, ('atis_ground_fare', 'atis_flight'): 6, ('atis_flight#atis_airfare', 'atis_flight'): 6, ('atis_flight', 'atis_quantity'): 4, ('atis_day_name', 'atis_flight'): 2, ('atis_airfare', 'atis_flight'): 2, ('atis_flight#atis_airfare', 'atis_airfare'): 2, ('atis_flight_time', 'atis_flight'): 1, ('atis_aircraft', 'atis_quantity'): 1, ('atis_airfare#atis_flight', 'atis_airfare'): 1, ('atis_ground_fare', 'atis_airfare'): 1, ('atis_flight#atis_airline', 'atis_flight'): 1, ('atis_flight_no#atis_airline', 'atis_flight_no'): 1, ('atis_flight', 'atis_flight#atis_airfare'): 1})",0,Counter(),0.7441156691324815,0.47118891320204226
12,0.8812125484666902,0.7973124300111982,0.7973124300111982,0.9231582657737046,ATIS,perturb_negative_concord,test,google/rembert,5498,48,dede.ATIS,"Counter({('atis_airline', 'atis_flight'): 38, ('atis_ground_service', 'atis_flight'): 36, ('atis_airport', 'atis_flight'): 18, ('atis_abbreviation', 'atis_flight'): 18, ('atis_abbreviation', 'atis_airfare'): 15, ('atis_distance', 'atis_flight'): 10, ('atis_aircraft', 'atis_flight'): 8, ('atis_meal', 'atis_flight'): 6, ('atis_city', 'atis_flight'): 6, ('atis_ground_fare', 'atis_flight'): 6, ('atis_flight#atis_airfare', 'atis_flight'): 6, ('atis_flight', 'atis_quantity'): 4, ('atis_day_name', 'atis_flight'): 2, ('atis_airfare', 'atis_flight'): 2, ('atis_flight#atis_airfare', 'atis_airfare'): 2, ('atis_flight_time', 'atis_flight'): 1, ('atis_aircraft', 'atis_quantity'): 1, ('atis_airfare#atis_flight', 'atis_airfare'): 1, ('atis_ground_fare', 'atis_airfare'): 1, ('atis_flight#atis_airline', 'atis_flight'): 1, ('atis_flight_no#atis_airline', 'atis_flight_no'): 1, ('atis_flight', 'atis_flight#atis_airfare'): 1})",0,Counter(),0.7441156691324815,0.47118891320204226
13,0.8812125484666902,0.7973124300111982,0.7973124300111982,0.9231582657737046,ATIS,perturb_possesive_genitive,test,google/rembert,5498,48,dede.ATIS,"Counter({('atis_airline', 'atis_flight'): 38, ('atis_ground_service', 'atis_flight'): 36, ('atis_airport', 'atis_flight'): 18, ('atis_abbreviation', 'atis_flight'): 18, ('atis_abbreviation', 'atis_airfare'): 15, ('atis_distance', 'atis_flight'): 10, ('atis_aircraft', 'atis_flight'): 8, ('atis_meal', 'atis_flight'): 6, ('atis_city', 'atis_flight'): 6, ('atis_ground_fare', 'atis_flight'): 6, ('atis_flight#atis_airfare', 'atis_flight'): 6, ('atis_flight', 'atis_quantity'): 4, ('atis_day_name', 'atis_flight'): 2, ('atis_airfare', 'atis_flight'): 2, ('atis_flight#atis_airfare', 'atis_airfare'): 2, ('atis_flight_time', 'atis_flight'): 1, ('atis_aircraft', 'atis_quantity'): 1, ('atis_airfare#atis_flight', 'atis_airfare'): 1, ('atis_ground_fare', 'atis_airfare'): 1, ('atis_flight#atis_airline', 'atis_flight'): 1, ('atis_flight_no#atis_airline', 'atis_flight_no'): 1, ('atis_flight', 'atis_flight#atis_airfare'): 1})",0,Counter(),0.7441156691324815,0.47118891320204226
14,0.8812125484666902,0.7973124300111982,0.7973124300111982,0.9231582657737046,ATIS,perturb_relative_pronoun,test,google/rembert,5498,62,dede.ATIS,"Counter({('atis_airline', 'atis_flight'): 38, ('atis_ground_service', 'atis_flight'): 36, ('atis_airport', 'atis_flight'): 18, ('atis_abbreviation', 'atis_flight'): 18, ('atis_abbreviation', 'atis_airfare'): 15, ('atis_distance', 'atis_flight'): 10, ('atis_aircraft', 'atis_flight'): 8, ('atis_meal', 'atis_flight'): 6, ('atis_city', 'atis_flight'): 6, ('atis_ground_fare', 'atis_flight'): 6, ('atis_flight#atis_airfare', 'atis_flight'): 6, ('atis_flight', 'atis_quantity'): 4, ('atis_day_name', 'atis_flight'): 2, ('atis_airfare', 'atis_flight'): 2, ('atis_flight#atis_airfare', 'atis_airfare'): 2, ('atis_flight_time', 'atis_flight'): 1, ('atis_aircraft', 'atis_quantity'): 1, ('atis_airfare#atis_flight', 'atis_airfare'): 1, ('atis_ground_fare', 'atis_airfare'): 1, ('atis_flight#atis_airline', 'atis_flight'): 1, ('atis_flight_no#atis_airline', 'atis_flight_no'): 1, ('atis_flight', 'atis_flight#atis_airfare'): 1})",0,Counter(),0.7441156691324815,0.47118891320204226
15,0.8817204301075268,0.7973124300111982,0.7973124300111982,0.9231582657737046,ATIS,perturb_schwa_elision_in_verbs,test,google/rembert,5498,404,dede.ATIS,"Counter({('atis_airline', 'atis_flight'): 38, ('atis_ground_service', 'atis_flight'): 36, ('atis_airport', 'atis_flight'): 18, ('atis_abbreviation', 'atis_flight'): 18, ('atis_abbreviation', 'atis_airfare'): 15, ('atis_distance', 'atis_flight'): 10, ('atis_aircraft', 'atis_flight'): 8, ('atis_meal', 'atis_flight'): 6, ('atis_city', 'atis_flight'): 6, ('atis_ground_fare', 'atis_flight'): 6, ('atis_flight#atis_airfare', 'atis_flight'): 6, ('atis_flight', 'atis_quantity'): 4, ('atis_day_name', 'atis_flight'): 2, ('atis_airfare', 'atis_flight'): 2, ('atis_flight#atis_airfare', 'atis_airfare'): 2, ('atis_flight_time', 'atis_flight'): 1, ('atis_aircraft', 'atis_quantity'): 1, ('atis_airfare#atis_flight', 'atis_airfare'): 1, ('atis_ground_fare', 'atis_airfare'): 1, ('atis_flight#atis_airline', 'atis_flight'): 1, ('atis_flight_no#atis_airline', 'atis_flight_no'): 1, ('atis_flight', 'atis_flight#atis_airfare'): 1})",0,Counter(),0.7441156691324815,0.47118891320204226
16,0.8812125484666902,0.7973124300111982,0.7973124300111982,0.9231582657737046,ATIS,perturb_swap_name,test,google/rembert,5498,48,dede.ATIS,"Counter({('atis_airline', 'atis_flight'): 38, ('atis_ground_service', 'atis_flight'): 36, ('atis_airport', 'atis_flight'): 18, ('atis_abbreviation', 'atis_flight'): 18, ('atis_abbreviation', 'atis_airfare'): 15, ('atis_distance', 'atis_flight'): 10, ('atis_aircraft', 'atis_flight'): 8, ('atis_meal', 'atis_flight'): 6, ('atis_city', 'atis_flight'): 6, ('atis_ground_fare', 'atis_flight'): 6, ('atis_flight#atis_airfare', 'atis_flight'): 6, ('atis_flight', 'atis_quantity'): 4, ('atis_day_name', 'atis_flight'): 2, ('atis_airfare', 'atis_flight'): 2, ('atis_flight#atis_airfare', 'atis_airfare'): 2, ('atis_flight_time', 'atis_flight'): 1, ('atis_aircraft', 'atis_quantity'): 1, ('atis_airfare#atis_flight', 'atis_airfare'): 1, ('atis_ground_fare', 'atis_airfare'): 1, ('atis_flight#atis_airline', 'atis_flight'): 1, ('atis_flight_no#atis_airline', 'atis_flight_no'): 1, ('atis_flight', 'atis_flight#atis_airfare'): 1})",0,Counter(),0.7441156691324815,0.47118891320204226
17,0.8046544428772919,0.7973124300111982,0.7973124300111982,0.9231582657737046,ATIS,perturb_tun_imperativ,test,google/rembert,5498,339,dede.ATIS,"Counter({('atis_airline', 'atis_flight'): 38, ('atis_ground_service', 'atis_flight'): 36, ('atis_airport', 'atis_flight'): 18, ('atis_abbreviation', 'atis_flight'): 18, ('atis_abbreviation', 'atis_airfare'): 15, ('atis_distance', 'atis_flight'): 10, ('atis_aircraft', 'atis_flight'): 8, ('atis_meal', 'atis_flight'): 6, ('atis_city', 'atis_flight'): 6, ('atis_ground_fare', 'atis_flight'): 6, ('atis_flight#atis_airfare', 'atis_flight'): 6, ('atis_flight', 'atis_quantity'): 4, ('atis_day_name', 'atis_flight'): 2, ('atis_airfare', 'atis_flight'): 2, ('atis_flight#atis_airfare', 'atis_airfare'): 2, ('atis_flight_time', 'atis_flight'): 1, ('atis_aircraft', 'atis_quantity'): 1, ('atis_airfare#atis_flight', 'atis_airfare'): 1, ('atis_ground_fare', 'atis_airfare'): 1, ('atis_flight#atis_airline', 'atis_flight'): 1, ('atis_flight_no#atis_airline', 'atis_flight_no'): 1, ('atis_flight', 'atis_flight#atis_airfare'): 1})",0,Counter(),0.7441156691324815,0.47118891320204226
18,0.8842290748898678,0.7928331466965286,0.7928331466965286,0.9265198237885462,ATIS,perturb_2_verb_clusters,test,microsoft/mdeberta-v3-base,7321,51,dede.ATIS,"Counter({('atis_airline', 'atis_flight'): 38, ('atis_ground_service', 'atis_flight'): 36, ('atis_airport', 'atis_flight'): 18, ('atis_abbreviation', 'atis_airfare'): 15, ('atis_abbreviation', 'atis_flight'): 14, ('atis_flight#atis_airfare', 'atis_flight'): 10, ('atis_aircraft', 'atis_flight'): 8, ('atis_ground_fare', 'atis_airfare'): 7, ('atis_meal', 'atis_flight'): 6, ('atis_city', 'atis_flight'): 6, ('atis_distance', 'atis_quantity'): 5, ('atis_distance', 'atis_flight'): 5, ('atis_flight', 'atis_quantity'): 4, ('atis_abbreviation', 'atis_capacity'): 3, ('atis_day_name', 'atis_flight'): 2, ('atis_flight_time', 'atis_flight'): 1, ('atis_abbreviation', 'atis_flight_no'): 1, ('atis_aircraft', 'atis_quantity'): 1, ('atis_airfare', 'atis_flight'): 1, ('atis_airfare#atis_flight', 'atis_airfare'): 1, ('atis_flight#atis_airline', 'atis_flight'): 1, ('atis_flight_no#atis_airline', 'atis_flight_no'): 1, ('atis_flight#atis_airfare', 'atis_airfare'): 1, ('atis_capacity', 'atis_flight'): 1, ('atis_flight', 'atis_flight#atis_airfare'): 1})",0,Counter(),0.7441156691324815,0.47118891320204226
19,0.8842290748898678,0.7928331466965286,0.7928331466965286,0.9265198237885462,ATIS,perturb_als_in_comparative_constructions,test,microsoft/mdeberta-v3-base,7321,50,dede.ATIS,"Counter({('atis_airline', 'atis_flight'): 38, ('atis_ground_service', 'atis_flight'): 36, ('atis_airport', 'atis_flight'): 18, ('atis_abbreviation', 'atis_airfare'): 15, ('atis_abbreviation', 'atis_flight'): 14, ('atis_flight#atis_airfare', 'atis_flight'): 10, ('atis_aircraft', 'atis_flight'): 8, ('atis_ground_fare', 'atis_airfare'): 7, ('atis_meal', 'atis_flight'): 6, ('atis_city', 'atis_flight'): 6, ('atis_distance', 'atis_quantity'): 5, ('atis_distance', 'atis_flight'): 5, ('atis_flight', 'atis_quantity'): 4, ('atis_abbreviation', 'atis_capacity'): 3, ('atis_day_name', 'atis_flight'): 2, ('atis_flight_time', 'atis_flight'): 1, ('atis_abbreviation', 'atis_flight_no'): 1, ('atis_aircraft', 'atis_quantity'): 1, ('atis_airfare', 'atis_flight'): 1, ('atis_airfare#atis_flight', 'atis_airfare'): 1, ('atis_flight#atis_airline', 'atis_flight'): 1, ('atis_flight_no#atis_airline', 'atis_flight_no'): 1, ('atis_flight#atis_airfare', 'atis_airfare'): 1, ('atis_capacity', 'atis_flight'): 1, ('atis_flight', 'atis_flight#atis_airfare'): 1})",0,Counter(),0.7441156691324815,0.47118891320204226
20,0.8560352422907489,0.7917133258678611,0.7928331466965286,0.9265198237885462,ATIS,perturb_am_infinitive,test,microsoft/mdeberta-v3-base,7321,170,dede.ATIS,"Counter({('atis_airline', 'atis_flight'): 38, ('atis_ground_service', 'atis_flight'): 36, ('atis_airport', 'atis_flight'): 18, ('atis_abbreviation', 'atis_airfare'): 15, ('atis_abbreviation', 'atis_flight'): 14, ('atis_flight#atis_airfare', 'atis_flight'): 10, ('atis_aircraft', 'atis_flight'): 8, ('atis_ground_fare', 'atis_airfare'): 7, ('atis_meal', 'atis_flight'): 6, ('atis_city', 'atis_flight'): 6, ('atis_distance', 'atis_quantity'): 5, ('atis_distance', 'atis_flight'): 5, ('atis_flight', 'atis_quantity'): 4, ('atis_abbreviation', 'atis_capacity'): 3, ('atis_day_name', 'atis_flight'): 2, ('atis_flight_time', 'atis_flight'): 1, ('atis_abbreviation', 'atis_flight_no'): 1, ('atis_aircraft', 'atis_quantity'): 1, ('atis_airfare', 'atis_flight'): 1, ('atis_airfare#atis_flight', 'atis_airfare'): 1, ('atis_flight#atis_airline', 'atis_flight'): 1, ('atis_flight_no#atis_airline', 'atis_flight_no'): 1, ('atis_flight#atis_airfare', 'atis_airfare'): 1, ('atis_capacity', 'atis_flight'): 1, ('atis_flight', 'atis_flight#atis_airfare'): 1})",10,"Counter({('atis_flight_no', 'atis_flight'): 4, ('atis_capacity', 'atis_flight'): 3, ('atis_airfare', 'atis_flight'): 1, ('atis_flight#atis_airfare', 'atis_flight'): 1, ('atis_airfare', 'atis_capacity'): 1})",0.7441156691324815,0.47118891320204226
